msgid,msgstr
Mixed Conditions,Zmiešané podmienky
Mobile,Mobilný
Mobile No,Mobilné číslo
Mobile Number,Mobilné číslo
Mode Of Payment,Spôsob platby
Mode of Payment,Spôsob platby
Mode of Payment Account,Spôsob platobného účtu
Mode of Payments,Spôsob platby
Model,Model
Modes of Payment,Spôsoby platby
Modified By,Upravené používateľom
Modified On,Upravené dňa
Module Settings,Nastavenia modulu
Monday,Pondelok
Monitor Progress,Monitorovať pokrok
Monitor for Last 'X' days,Monitor za posledných 'X' dní
Monitoring Frequency,Frekvencia monitorovania
Month,Mesiac
Month(s) after the end of the invoice month,Mesiac(e) po skončení mesiaca fakturácie
Monthly,Mesačne
Monthly Completed Work Orders,Mesačné dokončené pracovné objednávky
Monthly Distribution,Mesačná distribúcia
Monthly Distribution Percentage,Mesačné rozdelenie percenta
Monthly Distribution Percentages,Mesačné rozdelenie percentuálnych podielov
Monthly Quality Inspections,Mesačné kontrola kvality
Monthly Rate,Mesačná sadzba
Monthly Sales Target,Mesačný predajný cieľ
Monthly Total Work Orders,Mesačné celkové pracovné objednávky
Months,Mesiace
More Info,Viac informácií
More Information,Viac informácií
More details,Viac podrobností
More/Less than 12 months.,Viac/menej ako 12 mesiacov.
Move,Presunúť
Move Item,Presuň položku
Move Stock,Presunúť zásoby
Move to Cart,Presunúť do košíka
Movement,Pohyb
Moving Average,Kĺzavý priemer
Moving up in tree ...,Presúvanie nahor v strome ...
Mpesa Settings,Nastavenia Mpesa
Multi Currency,Viacmenový
Multi-level BOM Creator,Viacúrovňový tvorca kusovníka
Multiple Loyalty Programs found for Customer {}. Please select manually.,"Pre zákazníka {} bolo nájdených viacero vernostných programov. Prosím, vyberte manuálne."
"Multiple Price Rules exists with same criteria, please resolve conflict by assigning priority. Price Rules: {0}","Viacero cenových pravidiel existuje s rovnakými kritériami, prosím vyriešte konflikt priradením priority. Cenové pravidlá: {0}"
Multiple Tier Program,Viacúrovňový program
Multiple Variants,Viacnásobné varianty
Multiple Warehouse Accounts,Viaceré účty skladu
Multiple fiscal years exist for the date {0}. Please set company in Fiscal Year,Pre daný dátum {0} existuje viacero fiškálnych rokov. Nastavte spoločnosť vo Fiškálnom roku.
Multiple items cannot be marked as finished item,Viacero položiek nemôže byť označených ako dokončená položka
Must be Whole Number,"""Musí byť celé číslo"""
Must be a publicly accessible Google Sheets URL and adding Bank Account column is necessary for importing via Google Sheets,Musí to byť verejne prístupná URL adresa Google Sheets a pridanie stĺpca Bankový účet je potrebné na importovanie prostredníctvom Google Sheets
Mute Email,Stlmiť e-mail
N/A,Možnosť pre pole 'Stav plnenia' (Výber) v DocType 'Zmluva'
Name,Názov
Name and Employee ID,Meno a ID zamestnanca
Name of Beneficiary,Názov príjemcu
Name of new Account. Note: Please don't create accounts for Customers and Suppliers,"Názov nového účtu. Poznámka: Prosím, nevytvárajte účty pre zákazníkov a dodávateľov"
Name of the Monthly Distribution,Názov mesačnej distribúcie
Named Place,Pomenované miesto
Naming Series,Séria pomenovaní
Naming Series Prefix,Prefix série názvov
Naming Series and Price Defaults,Séria pomenovania a predvolené ceny
Natural Gas,Zemný plyn
Needs Analysis,Analýza potrieb
Negative Quantity is not allowed,Negatívne množstvo nie je povolené
Negative Valuation Rate is not allowed,Negatívna hodnota hodnotovej sadzby nie je povolená
Negotiation/Review,Vyjednávanie/Recenzia
Net Amount,Čistá suma
Net Amount (Company Currency),Čistá suma (firemná mena)
Net Asset value as on,Čistá hodnota aktív k dátumu
Net Cash from Financing,Čistá hotovosť z financovania
Net Cash from Investing,Čisté peniaze z investovania
Net Cash from Operations,Čistý hotovostný tok z operácií
Net Change in Accounts Payable,Čistá zmena v záväzkoch
Net Change in Accounts Receivable,Čistá zmena v pohľadávkach
Net Change in Cash,Čistá zmena hotovosti
Net Change in Equity,Zmena v imaní
Net Change in Fixed Asset,Čisté zmeny v dlhodobom majetku
Net Change in Inventory,Čistá zmena zásob
Net Hour Rate,Čistá hodinová sadzba
Net Profit,Čistý zisk
Net Profit/Loss,Čistý zisk/strata
Net Rate,Čistá sadzba
Net Rate (Company Currency),Čistá sadzba (mena spoločnosti)
Net Total,Čistý súčet
Net Total (Company Currency),Čistý celkový súčet (Mena spoločnosti)
Net Weight,Čistá hmotnosť
Net Weight UOM,Čistá hmotnosť UOM
Net total calculation precision loss,Strata presnosti výpočtu čistej sumy
New,Nový
New Account Name,Nový názov účtu
New Asset Value,Nová hodnota majetku
New Assets (This Year),Nový majetok (tento rok)
New BOM,Nový BOM
New Balance In Account Currency,Nový zostatok v mene účtu
New Balance In Base Currency,Nový zostatok v základnej mene
New Batch ID (Optional),Nové ID šarže (nepovinné)
New Batch Qty,Nové množstvo dávky
New Company,Nová spoločnosť
New Cost Center Name,Nový názov nákladového strediska
New Customer Revenue,Nové tržby zákazníka
New Customers,Noví zákazníci
New Department,Nové oddelenie
New Employee,Nový zamestnanec
New Event,Nová udalosť
New Exchange Rate,Nový kurz výmeny
New Expenses,Nové výdavky
New Income,Nový príjem
New Location,Nové miesto
New Note,Nová poznámka
New Purchase Invoice,Nová nákupná faktúra
New Purchase Orders,„Nové objednávky“
New Quality Procedure,Nový postup kvality
New Quotations,Nové cenové ponuky
New Sales Invoice,Nová predajná faktúra
New Sales Orders,Nové objednávky predaja
New Sales Person Name,Nové meno obchodného zástupcu
New Serial No cannot have Warehouse. Warehouse must be set by Stock Entry or Purchase Receipt,Nové sériové číslo nemôže mať sklad. Sklad musí byť nastavený pomocou príjmu tovaru alebo evidencie skladu.
New Task,Nová úloha
New Version,Nová verzia
New Warehouse Name,Nový názov skladu
New Workplace,Nové pracovisko
New credit limit is less than current outstanding amount for the customer. Credit limit has to be atleast {0},Nový úverový limit je nižší ako aktuálna nesplatená suma pre zákazníka. Úverový limit musí byť aspoň {0}
New invoices will be generated as per schedule even if current invoices are unpaid or past due date,"Nové faktúry budú generované podľa plánu, aj keď sú aktuálne faktúry nezaplatené alebo po dátume splatnosti."
New release date should be in the future,Nový dátum vydania by mal byť v budúcnosti
New task,Nová úloha
New {0} pricing rules are created,Nové pravidlá cien {0} sú vytvorené
Newsletter,Newsletter
Next,Ďalej
Next Depreciation Date,Ďalší dátum odpisu
Next Due Date,Ďalší dátum splatnosti
Next email will be sent on:,Ďalší e-mail bude odoslaný:
No,Nie
No Account matched these filters: {},Žiadny účet nezodpovedal týmto filtrom: {}
No Action,Žiadna akcia
No Answer,Bez odpovede
No Customer found for Inter Company Transactions which represents company {0},"Nebol nájdený zákazník pre medzipodnikové transakcie, ktorý predstavuje spoločnosť {0}"
No Customers found with selected options.,Nie sú nájdení žiadni zákazníci s vybranými možnosťami.
No Data,Žiadne údaje
No Delivery Note selected for Customer {},Nie je vybraná žiadna dodacia poznámka pre zákazníka {}
No Item with Barcode {0},Žiadna položka s čiarovým kódom {0}
No Item with Serial No {0},Žiadna položka so sériovým číslom {0}
No Items selected for transfer.,Žiadne položky neboli vybrané na prenos.
No Items with Bill of Materials to Manufacture,Žiadne položky s kusovníkom na výrobu
No Items with Bill of Materials.,Žiadne položky s kusovníkom.
No Matching Bank Transactions Found,Nenašli sa žiadne zodpovedajúce bankové transakcie
No Notes,Žiadne poznámky
No Outstanding Invoices found for this party,Neboli nájdené žiadne neuhradené faktúry pre túto stranu.
No POS Profile found. Please create a New POS Profile first,Nenašiel sa žiadny profil POS. Najprv prosím vytvorte nový profil POS.
No Permission,Žiadne povolenie
No Records for these settings.,Pre tieto nastavenia neexistujú žiadne záznamy.
No Remarks,Žiadne poznámky
No Serial / Batches are available for return,Nie sú k dispozícii žiadne sériové čísla / šarže na vrátenie.
No Stock Available Currently,Momentálne nie sú dostupné žiadne zásoby.
No Summary,Žiadne zhrnutie
No Supplier found for Inter Company Transactions which represents company {0},"Nenašiel sa žiadny dodávateľ pre medzi firemné transakcie, ktorý reprezentuje spoločnosť {0}"
No Tax Withholding data found for the current posting date.,Neboli nájdené žiadne údaje o zrazení dane pre aktuálny dátum zaúčtovania.
No Terms,Žiadne podmienky
No Unreconciled Invoices and Payments found for this party and account,Pre túto stranu a účet sa nenašli žiadne nesúhlasiace faktúry a platby.
No Unreconciled Payments found for this party,Nenašli sa žiadne nezúčtované platby pre túto stranu
No Work Orders were created,Nebol vytvorený žiadny pracovný príkaz
No accounting entries for the following warehouses,Žiadne účtovné záznamy pre nasledujúce sklady
No active BOM found for item {0}. Delivery by Serial No cannot be ensured,Nenašiel sa žiadny aktívny kusovník pre položku {0}. Dodanie podľa sériového čísla nemožno zaručiť
No additional fields available,Žiadne ďalšie polia nie sú dostupné
No billing email found for customer: {0},Nebol nájdený fakturačný e-mail pre zákazníka: {0}
No contacts with email IDs found.,Nenašli sa žiadne kontakty s emailovými ID.
No data for this period,Žiadne údaje pre toto obdobie
No data found. Seems like you uploaded a blank file,"Nenašli sa žiadne údaje. Zdá sa, že ste nahrali prázdny súbor"
No data to export,Žiadne údaje na exportovanie
No description given,Žiadny popis nebol poskytnutý
No employee was scheduled for call popup,Žiadny zamestnanec nebol naplánovaný na vyskakovacie okno hovoru
No failed logs,Žiadne neúspešné záznamy
No gain or loss in the exchange rate,Žiadny zisk ani strata v výmennom kurze
No item available for transfer.,Žiadna položka nie je k dispozícii na prevod.
No items are available in sales orders {0} for production,Žiadne položky nie sú k dispozícii v objednávkach predaja {0} na výrobu
No items are available in the sales order {0} for production,Žiadne položky nie sú dostupné v zákazke {0} na výrobu
No items found. Scan barcode again.,Nenašli sa žiadne položky. Naskenujte čiarový kód znova.
No items in cart,Žiadne položky v košíku
No items to be received are overdue,Žiadne položky na prijatie nie sú po termíne.
No matches occurred via auto reconciliation,K automatickému zosúladeniu nedošlo k žiadnym zhode.
No material request created,Nebol vytvorený žiadny materiálový požiadavok
No more children on Left,Už žiadne ďalšie deti vľavo
No more children on Right,Žiadne ďalšie deti vpravo
No of Docs,Počet dokumentov
No of Employees,Počet zamestnancov
No of Interactions,Počet interakcií
No of Months (Expense),Počet mesiacov (náklady)
No of Months (Revenue),Počet mesiacov (príjem)
No of Requested SMS,Počet požadovaných SMS
No of Sent SMS,Počet odoslaných SMS
No of Shares,Počet akcií
No of Visits,Počet návštev
No open event,Žiadna otvorená udalosť
No open task,Žiadna otvorená úloha
No outstanding invoices found,Nenašli sa žiadne nesplatené faktúry
No outstanding invoices require exchange rate revaluation,Žiadne nevyriešené faktúry nevyžadujú prehodnotenie výmenného kurzu
No outstanding {0} found for the {1} {2} which qualify the filters you have specified.,"Nenašli sa žiadne nesplnené {0} pre {1} {2}, ktoré by spĺňali zadané filtre."
No pending Material Requests found to link for the given items.,Nenašli sa žiadne čakajúce požiadavky na materiál na prepojenie pre dané položky.
No primary email found for customer: {0},Nenašla sa primárna e-mailová adresa pre zákazníka: {0}
No products found.,Nenašli sa žiadne produkty.
No record found,Žiadny záznam nenájdený
No records found in Allocation table,Nenašli sa žiadne záznamy v tabuľke prideľovania
No records found in the Invoices table,Žiadne záznamy neboli nájdené v tabuľke Faktúry
No records found in the Payments table,Žiadne záznamy nenájdené v tabuľke Platieb
No stock transactions can be created or modified before this date.,Žiadne skladové transakcie nemôžu byť vytvorené alebo upravené pred týmto dátumom.
No values,Žiadne hodnoty
No {0} Accounts found for this company.,Nenašli sa žiadne účty {0} pre túto spoločnosť.
No {0} found for Inter Company Transactions.,Žiadny {0} nebol nájdený pre transakcie medzi spoločnosťami.
No.,Č.
No. of Employees,Počet zamestnancov
No. of parallel job cards which can be allowed on this workstation. Example: 2 would mean this workstation can process production for two Work Orders at a time.,"Počet paralelných pracovných kariet, ktoré sú povolené na tejto pracovnej stanici. Príklad: 2 by znamenalo, že táto pracovná stanica môže spracovávať produkciu pre dve pracovné objednávky naraz."
Non Conformance,Neshoda
Non Profit,Neziskové
Non stock items,Nepoložkové položky
None,Žiadna
None of the items have any change in quantity or value.,Žiadna z položiek nemá žiadnu zmenu v množstve alebo hodnote.
Nos,Nos
Not Allowed,Nie je povolené
Not Applicable,Nepoužiteľné
Not Available,Nie je k dispozícii
Not Billed,Nie je fakturované
Not Delivered,Nedoručené
Not Permitted,Nepovolené
Not Specified,Nešpecifikované
Not Started,Ešte nezačaté
Not active,Neaktívne
Not allow to set alternative item for the item {0},Nedovoliť nastaviť alternatívnu položku pre položku {0}
Not allowed to create accounting dimension for {0},Nie je povolené vytvárať účtovú dimenziu pre {0}
Not allowed to update stock transactions older than {0},Nie je dovolené aktualizovať skladové transakcie staršie ako {0}
Not authorized to edit frozen Account {0},Nie ste autorizovaný na úpravu zablokovaného účtu {0}
Not authroized since {0} exceeds limits,"Nie ste autorizovaný, pretože {0} prekračuje limity."
Not in Stock,Nie je na sklade
Not in stock,Nie je na sklade
Not permitted,Nie je povolené
Note,Poznámka
Note: Automatic log deletion only applies to logs of type <i>Update Cost</i>,Poznámka: Automatické mazanie záznamov sa vzťahuje len na záznamy typu <i>Aktualizácia nákladov</i>
Note: Due / Reference Date exceeds allowed customer credit days by {0} day(s),Poznámka: Dátum splatnosti / Referenčný dátum prekračuje povolené dni úveru pre zákazníka o {0} deň(dni)
Note: Email will not be sent to disabled users,Poznámka: Email nebude odoslaný na deaktivovaných používateľov
Note: Item {0} added multiple times,Poznámka: Položka {0} bola pridaná viackrát
Note: Payment Entry will not be created since 'Cash or Bank Account' was not specified,"Poznámka: Platobný záznam nebude vytvorený, pretože nebol špecifikovaný 'Účet v hotovosti alebo bankový účet'"
Note: Please create Sales Orders from individual Quotations to select from among Alternative Items.,"Poznámka: Prosím, vytvorte objednávky predaja z jednotlivých ponúk na výber z alternatívnych položiek."
Note: This Cost Center is a Group. Cannot make accounting entries against groups.,Poznámka: Toto nákladové stredisko je skupina. Nemožno robiť účtovné záznamy proti skupinám.
"Note: To merge the items, create a separate Stock Reconciliation for the old item {0}",Poznámka: Na zlúčenie položiek vytvorte samostatné Zúčtovanie zásob pre starú položku {0}
Note: {0},Poznámka: {0}
Notes,Poznámky
Notes HTML,Poznámky HTML
Notes:,Poznámky:
Nothing is included in gross,Nič nie je zahrnuté v hrubom
Nothing more to show.,Nič viac na zobrazenie.
Notice (days),Oznámenie (dni)
Notification,Upozornenie
Notification Settings,Nastavenia upozornení
Notify Customers via Email,Oznámiť zákazníkom prostredníctvom e-mailu
Notify Employee,Oznámiť zamestnanca
Notify Other,Upozorniť iných
Notify Reposting Error to Role,Upozorniť na chybu opätovného uverejnenia rolu
Notify Supplier,Upozorniť dodávateľa
Notify Via Email,Oznámiť prostredníctvom emailu
Notify by Email on Creation of Automatic Material Request,Upozorniť emailom pri vytvorení automatickej žiadosti o materiál
Notify customer and agent via email on the day of the appointment.,Upozorniť zákazníka a agenta emailom v deň schôdzky.
Number of Columns,Počet stĺpcov
Number of Concurrent Appointments,Počet súčasných stretnutí
Number of Days,Počet dní
Number of Interaction,Počet interakcií
Number of Order,Počet objednávok
Number of columns for this section. 3 cards will be shown per row if you select 3 columns.,"Počet stĺpcov pre túto sekciu. 3 karty budú zobrazené na riadok, ak vyberiete 3 stĺpce."
Number of days after invoice date has elapsed before canceling subscription or marking subscription as unpaid,"Počet dní po dátume vystavenia faktúry, ktoré uplynuli pred zrušením predplatného alebo označením predplatného ako nezaplateného"
Number of days appointments can be booked in advance,"Počet dní, na ktoré je možné rezervovať stretnutia vopred"
Number of days that the subscriber has to pay invoices generated by this subscription,"Počet dní, ktoré má predplatiteľ na zaplatenie faktúr vygenerovaných týmto predplatným"
"Number of intervals for the interval field e.g if Interval is 'Days' and Billing Interval Count is 3, invoices will be generated every 3 days","Počet intervalov pre pole intervalov, napr. ak je Interval 'Dni' a Počet fakturačných intervalov je 3, faktúry budú generované každé 3 dni"
"Number of new Account, it will be included in the account name as a prefix","Počet nových účtov, bude zahrnutý v názve účtu ako predpona"
"Number of new Cost Center, it will be included in the cost center name as a prefix","Počet nových nákladových stredísk, bude zahrnutý v názve nákladového strediska ako predpona"
Numeric,Numerický
Numeric Inspection,Numerická kontrola
Numeric Values,Číselné hodnoty
Numero has not set in the XML file,Numero nebolo nastavené v súbore XML
O+,O+
O-,O-
OAuth Client,OAuth klient
OAuth Provider Settings,Nastavenia poskytovateľa OAuth
Objective,Cieľ
Objectives,Ciele
Odometer Value (Last),Hodnota počítadla kilometrov (posledná)
Off,Vypnuté
Offer Date,Dátum ponuky
Office Equipments,Kancelárske vybavenie
Office Maintenance Expenses,Výdavky na údržbu kancelárie
Office Rent,Prenájom kancelárie
Offsetting Account,Vyrovnávajúci účet
Offsetting for Accounting Dimension,Náhrada pre účtovnú dimenziu
Old Parent,Starý nadradený
On Converting Opportunity,Pri konvertovaní príležitosti
On Hold,Pozastavené
On Hold Since,„Odložené od“
On Item Quantity,Na množstvo položky
On Net Total,Z čistej sumy
On Paid Amount,Na zaplatenú sumu
On Previous Row Amount,Na predchádzajúcej riadkovej sume
On Previous Row Total,Na súčet predchádzajúceho riadku
On Purchase Order Submission,Pri odoslaní objednávky
On Sales Order Submission,Pri odoslaní Predajnej objednávky
On Task Completion,Po dokončení úlohy
On This Date,V tento deň
On Track,Na ceste
On enabling this cancellation entries will be posted on the actual cancellation date and reports will consider cancelled entries as well,Po povolení tejto voľby budú záznamy o zrušení uverejnené k skutočnému dátumu zrušenia a správy budú brať do úvahy aj zrušené záznamy.
"On expanding a row in the Items to Manufacture table, you'll see an option to 'Include Exploded Items'. Ticking this includes raw materials of the sub-assembly items in the production process.",Pri rozšírení riadku v tabuľke Položky na výrobu uvidíte možnosť „Zahrnúť rozložené položky“. Zaškrtnutím tejto možnosti sa do výrobného procesu zahrnú suroviny z detských komponentov.
"On submission of the stock transaction, system will auto create the Serial and Batch Bundle based on the Serial No / Batch fields.",Po odoslaní skladovej transakcie systém automaticky vytvorí sériovú a batch balík na základe polí Sériové číslo / Batch.
On {0} Creation,Pri vytváraní {0}
On-machine press checks,Kontroly na stroji počas tlače
"Once set, this invoice will be on hold till the set date",Po nastavení bude táto faktúra pozastavená až do nastaveného dátumu
Once the Work Order is Closed. It can't be resumed.,"Keď je pracovná objednávka uzavretá, nedá sa obnoviť."
One customer can be part of only single Loyalty Program.,Jedna zákazník môže byť súčasťou iba jediného Vernostného programu.
Ongoing Job Cards,Prebiehajúce pracovné karty
Only 'Payment Entries' made against this advance account are supported.,Podporované sú len 'Platobné položky' vykonané voči tomuto účtovnému zálohovému účtu.
Only CSV and Excel files can be used to for importing data. Please check the file format you are trying to upload,"Na importovanie údajov je možné použiť iba súbory CSV a Excel. Skontrolujte formát súboru, ktorý sa pokúšate nahrať."
Only Deduct Tax On Excess Amount,Iba zraziť daň z prekročenej sumy
Only Include Allocated Payments,Iba zahrnuté pridelené platby
Only Parent can be of type {0},Len nadriadený môže byť typu {0}
Only existing assets,Iba existujúce aktíva
Only leaf nodes are allowed in transaction,Len v transakciách sú povolené listové uzly.
"Only one Subcontracting Order can be created against a Purchase Order, cancel the existing Subcontracting Order to create a new one.","Len jednu zákazku na subdodávky je možné vytvoriť voči objednávke, zrušte existujúcu zákazku na subdodávky, aby ste mohli vytvoriť novú."
Only one {0} entry can be created against the Work Order {1},Proti pracovnej objednávke {1} môže byť vytvorený len jeden záznam {0}
Only show Customer of these Customer Groups,Zobraziť iba zákazníkov z týchto skupín zákazníkov
Only show Items from these Item Groups,Zobraziť len položky z týchto skupín položiek
"Only values between [0,1) are allowed. Like {0.00, 0.04, 0.09, ...} Ex: If allowance is set at 0.07, accounts that have balance of 0.07 in either of the currencies will be considered as zero balance account","Iba hodnoty v rozsahu [0,1) sú povolené. Ako {0.00, 0.04, 0.09, ...} Príklad: Ak je povolenka nastavená na 0.07, účty, ktoré majú zostatok 0.07 v ktorejkoľvek z mien, budú považované za účty so zostatkom nula."
Only {0} are supported,Podporované sú len {0}
Open,Otvorené
Open Activities HTML,Otvoriť aktivity HTML
Open BOM {0},Otvoriť BOM {0}
Open Call Log,Otvoriť záznam hovorov
Open Contact,Otvoriť kontakt
Open Event,Otvoriť udalosť
Open Events,Otvoriť udalosti
Open Form View,Otvoriť zobrazenie formulára
Open Issues,Otvorené problémy
Open Issues,Otvorené problémy
Open Item {0},Otvoriť položku {0}
Open Notifications,Otvoriť notifikácie
Open Projects,Otvorené projekty
Open Projects,Otvorené projekty
Open Quotations,Otvorené ponuky
Open Sales Orders,Otvorené zákazky
Open Task,Otvorená úloha
Open Tasks,Otvorené úlohy
Open To Do,Otvoriť To Do
Open To Do,Otvoriť úlohu
Open Work Order {0},Otvoriť pracovný príkaz {0}
Open Work Orders,Otvorené pracovné objednávky
Open a new ticket,Otvoriť nový tiket
Opening,Otvorenie
Opening & Closing,Otváranie & Zatváranie
Opening (Cr),Otvorenie (Cr)
Opening (Dr),"""Otvorenie (Dr)"""
Opening Accumulated Depreciation,Počiatočné nahromadené odpisy
Opening Accumulated Depreciation must be less than or equal to {0},Otvorené kumulované odpisy musia byť menšie alebo rovné {0}
Opening Amount,Otváracia suma
Opening Balance,Otvorenie zostatku
Opening Balance Details,Podrobnosti o začiatočnom zostatku
Opening Balance Equity,Počiatočný zostatok vlastného imania
Opening Date,Dátum otvorenia
Opening Entry,Otvorenie položky
Opening Entry can not be created after Period Closing Voucher is created.,Otvárací záznam nemôže byť vytvorený po vytvorení Vouchera na uzavretie obdobia.
Opening Invoice Creation In Progress,Otvorenie faktúry je v procese vytvárania
Opening Invoice Creation Tool,Nástroj na vytváranie otváracej faktúry
Opening Invoice Creation Tool Item,Nástroj na vytvorenie položky účtovania otváracej faktúry
Opening Invoice Item,Položka počiatočnej faktúry
"Opening Invoice has rounding adjustment of {0}.<br><br> '{1}' account is required to post these values. Please set it in Company: {2}.<br><br> Or, '{3}' can be enabled to not post any rounding adjustment.","Otváracia faktúra má zaokrúhľovaciu úpravu {0}.<br><br> Je vyžadovaný účet '{1}' na zaúčtovanie týchto hodnôt. Prosím, nastavte ho v Spoločnosti: {2}.<br><br> Alebo môže byť povolená možnosť '{3}' aby sa nezaúčtovala žiadna zaokrúhľovacia úprava."
Opening Invoices,Otvorenie faktúr
Opening Invoices Summary,Zhrnutie otvárania faktúr
Opening Number of Booked Depreciations,Úvodné číslo zaúčtovaných odpisov
Opening Purchase Invoices have been created.,Boli vytvorené počiatočné nákupné faktúry.
Opening Qty,Otvorené množstvo
Opening Sales Invoices have been created.,Boli vytvorené začiatočné predajné faktúry.
Opening Stock,Otvorené zásoby
Opening Time,Čas otvorenia
Opening Value,Otváracia hodnota
Opening and Closing,Otvorenie a zatvorenie
Operating Cost,Prevádzkové náklady
Operating Cost (Company Currency),Prevádzkové náklady (mena spoločnosti)
Operating Cost Per BOM Quantity,Prevádzkové náklady na množstvo BOMu
Operating Cost as per Work Order / BOM,Prevádzkové náklady podľa výrobnej objednávky / kusovníka (BOM)
Operating Cost(Company Currency),Prevádzkové náklady (Mena spoločnosti)
Operating Costs,Prevádzkové náklady
Operation,Operácia
Operation & Workstation,Operácia & Pracovisko
Operation Cost,Náklady na operáciu
Operation Description,Popis operácie
Operation ID,ID operácie
Operation Id,Identifikátor operácie
Operation Row Number,Číslo riadku operácie
Operation Time,Čas operácie
Operation Time must be greater than 0 for Operation {0},Čas operácie musí byť väčší ako 0 pre Operáciu {0}
Operation completed for how many finished goods?,Koľko dokončených tovarov bolo dokončených pri operácii?
Operation time does not depend on quantity to produce,Čas operácie nezávisí od množstva na výrobu
Operation {0} added multiple times in the work order {1},Operácia {0} bola pridaná viackrát v pracovnom príkaze {1}
Operation {0} does not belong to the work order {1},Operácia {0} nepatrí k pracovnej objednávke {1}
"Operation {0} longer than any available working hours in workstation {1}, break down the operation into multiple operations","Operácia {0} je dlhšia ako akékoľvek dostupné pracovné hodiny v pracovnej stanici {1}, rozdeľte operáciu na viaceré operácie."
Operations,Operácie
Operations cannot be left blank,Operácie nemôžu zostať prázdne
Operator,Operátor
Opp Count,Počet príležitostí
Opp/Lead %,Opp/Lead %
Opportunities,Príležitosti
Opportunities by lead source,Príležitosti podľa zdroja potenciálneho zákazníka
Opportunity,Príležitosť
Opportunity Amount,Suma príležitosti
Opportunity Amount (Company Currency),Suma príležitosti (mena spoločnosti)
Opportunity Date,Dátum príležitosti
Opportunity From,Príležitosť z
Opportunity Item,Položka príležitosti
Opportunity Lost Reason,Dôvod straty príležitosti
Opportunity Lost Reason Detail,Dôvod podrobností straty príležitosti
Opportunity Owner,Vlastník príležitosti
Opportunity Source,Zdroj príležitosti
Opportunity Summary by Sales Stage,Súhrn príležitostí podľa etapy predaja
Opportunity Summary by Sales Stage,Súhrn príležitostí podľa fázy predaja
Opportunity Type,Typ príležitosti
Opportunity Value,Hodnota obchodnej príležitosti
Opportunity {0} created,Príležitosť {0} vytvorená
Optimize Route,Optimalizovať trasu
"Optional. Sets company's default currency, if not specified.","Voliteľné. Nastaví predvolenú menu spoločnosti, ak nie je špecifikovaná."
Optional. This setting will be used to filter in various transactions.,Voliteľné. Toto nastavenie bude použité na filtrovanie v rôznych transakciách.
Options,Možnosti
Orange,Oranžová
Order Amount,Suma objednávky
Order By,Zoradiť podľa
Order Confirmation Date,Dátum potvrdenia objednávky
Order Confirmation No,Číslo potvrdenia objednávky
Order Count,Počet objednávok
Order Information,Informácie o objednávke
Order Qty,Množstvo objednávky
Order Status,Stav objednávky
Order Type,Typ objednávky
Order Value,Hodnota objednávky
"Order in which sections should appear. 0 is first, 1 is second and so on.","Poradie, v akom by sa mali sekcie zobraziť. 0 je prvé, 1 je druhé a tak ďalej."
Order/Quot %,Objednávka/Kót %
Ordered,Objednané
Ordered Qty,Objednané množstvo
"Ordered Qty: Quantity ordered for purchase, but not received.","Objednané množstvo: Množstvo objednané na nákup, ale nedodané."
Ordered Quantity,Objednané množstvo
Orders,Objednávky
Organization,Organizácia
Organization Name,Názov organizácie
Orientation,Orientácia
Original Item,Pôvodná položka
Other,Iné
Other Details,Iné podrobnosti
Other Info,Iné informácie
Other Reports,Iné správy
Other Settings,Iné nastavenia
Out Qty,Vydané množstvo
Out Value,Hodnota výstupu
Out of AMC,Mimo AMC
Out of Order,Mimo prevádzky
Out of Stock,Niedostupné na sklade
Out of Warranty,Po záruke
Out of stock,Vypredané
Outgoing,Odchádzajúce
Outgoing Rate,Odchádzajúca sadzba
Outstanding,Nesplatené
Outstanding Amount,Nesplatená suma
Outstanding Amt,Nezaplatená suma
Outstanding Cheques and Deposits to clear,Nevybavené šeky a vklady na vyrovnanie
Outstanding for {0} cannot be less than zero ({1}),Nesplatená suma pre {0} nemôže byť menšia ako nula ({1})
Outward,Výdaj
Over Billing Allowance (%),Povolená nadmerná fakturácia (%)
Over Delivery/Receipt Allowance (%),Povolené prečerpanie/dodanie (%)
Over Picking Allowance,Povolenie nadmerného výberu
Over Receipt,Nadmerný príjem
Over Receipt/Delivery of {0} {1} ignored for item {2} because you have {3} role.,"Prekročenie príjmu/dodávky {0} {1} ignorované pre položku {2}, pretože máte rolu {3}."
Over Transfer Allowance,Povolenie nadmerného prevodu
Over Transfer Allowance (%),Povolený presun nad rámec (%)
Overbilling of {0} {1} ignored for item {2} because you have {3} role.,"Prepĺňanie faktúr o {0} {1} bolo ignorované pre položku {2}, pretože máte rolu {3}."
Overbilling of {} ignored because you have {} role.,"Preplatenie {} ignorované, pretože máte rolu {}."
Overdue,Po termíne
Overdue Days,Počet dní po splatnosti
Overdue Payment,Oneskorená platba
Overdue Payments,Nezaplatené Platby
Overdue Tasks,Oneskorené úlohy
Overdue and Discounted,Po termíne a so zľavou
Overlap in scoring between {0} and {1},Prekrytie v skórovaní medzi {0} a {1}
Overlapping conditions found between:,Prekrývajúce sa podmienky nájdené medzi:
Overproduction Percentage For Sales Order,Percento nadprodukcie pre objednávku predaja
Overproduction Percentage For Work Order,Percentuálny podiel nadvýroby pre pracovnú objednávku
Overproduction for Sales and Work Order,Nadprodukcia pre predaj a pracovný príkaz
